Source,Target
痢疾,疮毒痈肿
风湿骨痛,久痢
头痛,流火
风湿痹痛,手足扭伤肿痛
蛇虫咬伤,牙龈出血
胃寒气滞脘胀疼痛,风湿痹痛
风湿痹痛,肠痈下血
肛门坠胀感,肛门坠重
月候过多,过
瘰疬结核,疮肿
面部发热,热
水肿,哆嗦噫气
神昏,昏
半身不遂,鼻衄
风湿麻木,遗精
打喷嚏,喷
跌打损伤,心烦不宁
痰核瘰疬,牙痛
高热惊风,尿血
四肢关节肿胀,关
尿浊,跌打肿痛
血热吐血,痈肿疮毒
痔血,蛇伤
呕吐,噤口痢
胃痛,乳房胀痛
瘰疬结核,无名肿毒
湿热黄疸,消化不良
痰饮喘咳,目赤肿痛
眼花,花
胃寒疼痛,经闭
风热感冒,咯血
肢体麻木,虫积腹痛
抽风,风
便血,喉肿
筋骨痛,痛
脾虚气陷,风湿痹痛
睾丸肿痛,口疮
崩漏,疔毒
失眠,咯血
风湿痹痛,虚劳吐血
淋症,疮疖
蛇早咬伤,咽喉肿痛
结胸,外伤出血
泻痢,血痢
痈肿,疔毒
痈肿疮疡,水肿胀满
四肢不自主运动,四
风湿痹痛,乳房胀育
久泻,蛇咬伤
翳膜遮睛,口疮
胃痛,肺脓疡
热淋,咳喘痰多
跌打瘀肿,久痢
疮疖肿毒,尿频
麻疹,痈疖肿毒
面具脸,面
行走缓慢,缓
梅核气,外伤出血
产后腹痛,久痢
血虚体弱,风湿痹痛
疮疡疖肿,腹痛
劳伤腰痛,跌打肿痛
吐血,筋骨拘挛
崩漏下血,痈肿疮毒
痢疾,阴虚心烦失眠
跌打损伤,骨节烦疼
毒蛇咬伤,刀伤疮
肛门肿物脱出,物
胃脘处疼痛,脘
妊娠恶阻,妊
右侧肢体活动不灵,侧
消化不良,胃寒腹痛
跌打损伤,痞块不消
产后血晕,腹痛
经水后期,后
风寒感冒,脱肛
狂犬咬伤,衄血
呕吐,腰肌劳损
痢疾,齿（若虫）疳疮
痛疮肿毒,外伤出血
烧烫伤,热毒泻痢
湿疹,皮肤湿痒
跌打损伤,治水气肿满
丹毒,食物中毒
多疑善虑,疑
痈肿,湿疹瘙痒
头痛,阳痿遗精
疮疖肿痛,肿毒
肺热燥咳,水肿
痢疾,金创疼痛
漆疮,高血压
胃痛,喉风喉痹
疮疖肿毒,风湿疼痛
狂犬咬伤,口疮
丹毒,疝痛
崩漏,寒疝作痛
气血不足,咯血
关节肿痛,黄疸
水肿,白带
鼻衄,疮疖肿毒
身黄,皮肤黄染
颈痛,痛
便血,淋痛
漆疮,疮痈肿痛
上腹部疼痛不适,适
久咳,尿路感染
风火牙痛,热痢
颈部肿块,部
湿疹,津伤口渴
火眼,感冒发热
小便淋浊,经闭
寒湿痹痛,无名肿毒
跌扑损伤,脱肛
痈疽疔疮,疮疖
水痘,蛇虫咬伤
不能下地行走,地
痢疾,胸胁满闷
怕风,怕
风湿痹痛,脚气攻心
咳喘,肺燥咳嗽
肢体沉重,体
湿疹,肺热咳嗽
咽喉肿痛,头痛头晕
便血,跌打伤痛
痈肿疮毒,湿疹瘙痒
肠风下血,久痢
四肢关节畸形,畸
痈肿疮疖,瘰疬
水肿,咽痛
骨鲠,黄疸
小儿疳积,风痹
小儿麻痹后遗症,无名肿毒
肛周皮肤瘙痒,痒
夏季感冒,乳痈
麻木,跌打损伤
崩漏,扭挫伤
乳房瘪小,乳
痔血,腰痛
湿热泻痢,痈疽肿毒
疔毒,痄腮
头晕目眩,百日咳
跌打损伤,产后瘀血内停
头痛,乙脑
泄泻,十二指肠溃疡
咳嗽,痈疖
疮疡,疮
蛇伤,脱肛
跌打损伤,虚劳内伤
足拘挛,挛
肺虚久咳,疟疾
腹痛吐泻,胃痛
烫伤,泄泻痢疾
颤抖,颤
疮毒,百日咳
中风口噤,痈肿
全身关节疼痛,全
疮疡肿痛,痈疽肿毒
水肿腹胀,感冒发热
疝气,腰痛
偏头痛,脘腹冷痛
跌打损伤,胸闷
主治感冒发热,胃痛
疮疖脓肿,咽喉肿痛
二便不通,咳嗽
月经不调,腰膝酸冷
消化道出血,感冒发热
痢疾,小儿慢惊
大便秘结,风寒感冒
泄泻,虫积腹痛
食物中毒,热淋
上腹部胀闷不适,上腹部胀满不适
小便短赤,短
跌打伤肿,蛇虫咬伤
白浊,吐血
跌打损伤,偏正头痛
白带,风湿骨痛
刀伤,带状疱疹
咳嗽哮喘,瘰疬
白带,麻风
小儿阴茎肿,毒蛇咬伤
胸骨后发凉不适,发
湿热泻痢,感冒头痛
腋下流脓,腋
吞咽功能障碍,能
经漏,经候不止
流感,瘰疬
血痢肠风,咽喉肿痛
前阴发凉,凉
痢疾,水湿胀满
毒蛇咬伤,湿热淋证
胃气不和,气
鼻唇沟,沟
食积气滞,痛经
湿热黄疸,热淋
风湿关节痛,小儿高热
跌打损伤,细菌性痢疾
小儿消化不良,乳痈
腹股沟破溃,腹
多眠,卧寐
风湿痹痛,疮疡肿疖
胃痛,肺虚咳喘
血痢,梅毒
咳嗽,痈疮疖肿
大便秘结,蛇虫咬伤
产后瘀阴腹痛,跌打肿痛
行走迟缓,缓
咳嗽咯血,牙痛
水肿,烂疮
吐血,口渴
风湿痹痛,乳汁不足
痢疾,奔豚
风湿痹痛,腰伤疼痛
痢疾,尿闭
半身不遂,便血
牙齿出血,牙
胃痛,中暑发热
十二指肠溃疡,咽痛
吐血,水火烫伤
惊悸,痈肿
毒蛇咬伤,疔毒走黄
头部麻木,麻
风湿痹痛,寒湿久痹
小便频数,溲数
风湿性关节痛,小便不利
牙痛,汤火烫伤
瘰疬,寒疝作痛
咳嗽咯血,带下
小儿惊风,痄腮
自汗盗汗,痔疮
下肢瘀斑,下
跌打伤肿,咳喘
计算力下降,算
阳萎精冷,痛经
颈部抽搐,抽
尿频遗尿,风湿痹痛
跌打瘀肿,腹胀
疝痛,经闭
风湿痹痛,小便失禁
白带,内伤吐血
胃痛,膨胀
小便不利,产后乳少
月经不调,脘腹痞满
肚腹胀,腹
痱子,子
痈肿疔疮,湿热泄泻
行经周期延长,行
骨折,肺结核
破伤风,痄腮
头痛,乳少
遗尿,痈疽肿毒
乳房作胀,作
寒疝疼痛,疮疡
胃热呕呃,风湿痹痛
风湿痹痛,荨麻疹
骨结核,湿疹
臁疮,咳嗽
吐血,久泻久痢
风湿痹痛,烦热惊悸
毒蛇咬伤,痈疬
手足麻木,尿血
泄泻,寒湿泄泻
湿热黄疸,菌痢
阴痒,血崩
月经不调,骨哽
毒蛇咬伤,风湿腰痛
带下,胃痛
四肢出血点,出
经色紫黯,月经紫黯
大便不通,不
痨伤吐血,外伤出血
无名肿毒,神经衰弱
心悸,石淋
骨蒸潮热,闭经
小便黄,小
跌打损伤,女子宫寒不孕
骨折,痈疮疖肿
风寒湿痹,劳伤
虫蛇咬伤,跌打肿痛
毒蛇咬伤,鼠瘘
夜寐不安,不
咳嗽,咳血
咳嗽,肝火头痛
带下,瘰疬
翳膜遮睛,咳血
小便热痛,痛
痈疮肿毒,虚劳咳嗽
疳积,痈疖肿毒
疮疡肿毒,白喉
咽喉部疼痛,部
倦怠,吐血
喉痹乳蛾,带下
全身斑疹,斑
便秘,肺痈
胃痛,饮食积滞
跌打瘀肿,风寒咳嗽
青盲,遗精
耳鸣耳聋,咽喉肿痛
跌打损伤,痈疮湿疹
风寒头痛,脱肛
浮肿,风疹瘙痒
腹泻,经闭
口唇红肿,红
疮疡肿毒,感冒咳嗽
骨蒸潮热,痈疮肿毒
痢疾,痢疾牙痛
跌打扭伤,风湿疼痛
骨折,噎膈反胃
痔疮便血,感冒发热
胃溃疡,水火烫伤
口舌生疮,腹泻
泄泻,小儿疳积
崩漏,腰膝冷痛
瘰疬,疠风
带下,食积腹痛
痔疮,疮疡
痈疮肿毒,跌扑损伤
月经不调,咳喘痰多
肺痈,牙疳
惊风抽搐,腹痛
小便味甜,小
口噤,外伤出血
关节对称性变形,节
感冒,赤痢
赤白久痢,久
疮疡肿毒,疮疖肿毒
疮疖肿毒,百日咳
烧烫伤,斑疹
风湿骨痛,疮毒
右侧肢体力弱,弱
关节疼痛不适,节
一侧肢体活动不利,肢
痈疽疮疡,痈肿
汤火伤,目赤肿痛
肢体麻木,血崩
吐血,损伤出血
目闭不开,目
烫伤,湿疹
疔疮痈肿,心悸
风湿痹痛,寒气腹痛
夏季感冒,吐血
麻风,口疮
腰如绳束,如
颈部堵塞感,感
带下,跌扑损伤
痰多咳嗽,湿疹
胃脘部灼热感,热
崩漏,产后乳少
淋证,风热头痛
瘰疬,湿困脾胃
痔血,月经过多
小便淋沥,热淋
小便淋涩,痛经
但热不寒,不
水肿,角膜云翳
情绪焦虑,焦虑不安
咳嗽气喘,目赤肿痛
感冒咳嗽,月经过多
水肿,久泻久痢
肢节痛,节
上呼吸道感染,咯血
腰腿酸痛,崩漏
风痰咳嗽,外伤出血
目赤肿痛,疝气疼痛
咽喉肿痛,缠身蛇丹
小便涩痛,小
朝食暮吐,吐
后背部疼痛,部
血虚,咽喉肿痛
口麻木,口
蛔厥腹痛,目赤肿痛
右侧肢体沉重,侧
烫伤,热毒泻痢
大便秘结,疮痈肿毒
胸部憋闷,闷
痢疾,疟疾寒热
噎食,食
胞痛,吐血
支气管哮喘,黄疸
烫火伤,蛇犬咬伤
痢疾,火眼肿痛
风湿疼痛,耳聋
胃痛,疳积
预防感冒,咽喉肿痛
疮痈咽喉红肿,外伤出血
消化不良,习惯性便秘
哮喘,痔疮肿痛
牙疳,发热
痈疽疮疡,水火烫伤
急躁易怒,躁
骨折,麻风
湿疹,汤火烫伤
风热目赤,痈肿疮毒
风湿骨痛,感冒
便血,湿毒疮
瘰疬,消谷善饥
胃痛,水肿脚气
产后小便淋痛,产
胃痛,疮疖痈肿
跌打损伤,伤寒
背部酸胀,胀
痢疾,积痢
便血,风热咳喘
消渴,脾虚泄泻
烫伤,崩漏带下
烫火伤,心烦
闭经,妇女经闭
心前区紧迫感,心前区紧
跌打损伤,风湿关节酸痛
痈肿,胸腹胀满
痈肿疮毒,痈疮肿毒
肠燥便秘,风疹
全身浮肿,全身性水肿
烧烫伤,便秘
阴囊湿疹,尿血
脘腹疼痛,肠痈
打饱嗝,嗝气
肢体痿废,体
步态异常,常
泄泻,寒热头痛
感冒,腰痛
烫烧伤,吐血
手肿物,手
妊娠心烦,妊
项背拘急,项
瘰疬,风湿痹前
蛇虫咬伤,发斑
心烦,疮疖
白带,牙龈肿痛
牙齿疼痛,痛
痈疽疔疮,尿路感染
跌打损伤,心经郁热
跌打损伤,乳痈瘰疬
暴心气痛,咽喉肿痛
妇女闭经,毒蛇咬伤
跌打损伤,产后伤风感冒
厥逆,手足厥冷
水肿,内热消渴
烫伤,腰痛
胸部疱疹,疹
跌打损伤,四肢关节痛
痔疮,乳痈
肾阳虚衰,风湿痹痛
湿热带下,带下
疝气,牙痛
肢体麻木,哮喘
疮痈肿毒,久痢
普中带血,风湿痹痛
高热惊风,湿疹
烫伤,癃闭
痢疾,斑疹透发不畅
跌打损伤,血淋血尿
红斑狼疮,黄疸
半身不遂,浮肿
湿疮,湿
丹毒,虚劳赢瘦
头晕目眩,肠痈
胎位异常,胎位不正
肩部活动不利,部
坐骨神经痛,瘰疬
肢体麻木,须发早白
目札,目
哮喘,热淋
咽喉肿痛,疮疖痈疽
带下,风热目赤
烫伤,神经痛
带下,齿痛
脑中痰癖,牙痛
呕吐,饮食积滞
经行呕吐,行
筋骨痛,湿疹
风湿痹痛,噎膈反胃
咽中异物感,异
关节痛,脱肛
痢疾,痞积
头闷,闷
皮肤瘙痒,四肢麻木
疔疮痈肿,虫积腹痛
丹毒,湿疮
少寐,寐
血滞经闭,血淋
跌打肿痛,目赤翳障
骨折肿痛,感冒
骨折,乳痛
闭经,呕吐泄泻
肺结咳嗽,咽喉肿痛
